stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
30_Day_Average_SOFR - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Day Average SOFR,SOFR,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR30DAYAVG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SOFR30DAYAVG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Day_Moving_Average_AMERIBOR_Benchmark_Interest_Rate - 1 day,observations[-1].value,86400,0,float,30 Day Moving Average AMERIBOR Benchmark Interest Rate,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR30&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AMBOR30&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_Conforming_Mortgage_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate Conforming Mortgage Index,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_FHA_Mortgage_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate FHA Mortgage Index,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIFHA30YF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIFHA30YF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_Jumbo_Mortgage_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate Jumbo Mortgage Index,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIJUMBO30YF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIJUMBO30YF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_Veterans_Affairs_Mortgage_Index - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate Veterans Affairs Mortgage Index,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIVA30YF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIVA30YF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Interest_Rate_Swap - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Interest Rate Swap,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP30&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP30&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Mortgage_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Mortgage Rate,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=MORTGAGE30US&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=MORTGAGE30US&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Treasury_Constant_Maturity_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Treasury Constant Maturity Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DGS30&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS30&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Treasury_Constant_Maturity_Rate - 1 month,observations[-1].value,2592000,0,float,30 Year Treasury Constant Maturity Rate,"treasury,monthly",https://api.stlouisfed.org/fred/series/observations?series_id=DGS30&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS30&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Treasury_Inflation_Indexed_Security - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Treasury Inflation Indexed Security,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DFII30&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFII30&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
4_Week_Treasury_Bill_Secondary_Market_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,4 Week Treasury Bill Secondary Market Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DTB4WK&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DTB4WK&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
4_Year_Interest_Rate_Swap - 1 day( 5/week ),observations[-1].value,86400,0,float,4 Year Interest Rate Swap,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP4&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP4&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Breakeven_Inflation_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Breakeven Inflation Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=T5YIE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=T5YIE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Forward_Inflation_Expectation_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Forward Inflation Expectation Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=T5YIFR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=T5YIFR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Interest_Rate_Swap - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Interest Rate Swap,interest rate,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP5&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DSWP5&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Treasury_Constant_Maturity_Minus_Federal_Funds_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Treasury Constant Maturity Minus Federal Funds Rate,treasury,https://api.stlouisfed.org/fred/series/observations?series_id=T5YFF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=T5YFF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Treasury_Constant_Maturity_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Treasury Constant Maturity Rate,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DGS5&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS5&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Treasury_Constant_Maturity_Rate - 1 month,observations[-1].value,2592000,0,float,5 Year Treasury Constant Maturity Rate,"treasury,monthly",https://api.stlouisfed.org/fred/series/observations?series_id=DGS5&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DGS5&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
5_Year_Treasury_Inflation_Indexed_Security - 1 day( 5/week ),observations[-1].value,86400,0,float,5 Year Treasury Inflation Indexed Security,"treasury,daily",https://api.stlouisfed.org/fred/series/observations?series_id=DFII5&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DFII5&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
