stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Hawaii_Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,Hawaii Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=HIUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HIUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Health_Care_Construction - 1 month,observations[-1].value,2592000,0,float,Health Care Construction,construction,https://api.stlouisfed.org/fred/series/observations?series_id=TLHLTHCONS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=TLHLTHCONS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
health_expenditure_per_capita_(current_US$) - 1 yr,[1][0].value,31449600,0,float,health expenditure per capita (current US$),spend,https://api.worldbank.org/v2/country/WLD/indicator/SH.XPD.CHEX.PC.CD?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Healthcare_Construction_Spending - 1 month,observations[-1].value,2592000,0,float,Healthcare Construction Spending,spend,https://api.stlouisfed.org/fred/series/observations?series_id=HCCSDODNS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HCCSDODNS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Heavy_truck_sales - 1 month,observations[-1].value,2592000,0,float,Heavy truck sales,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=HTRUCKSSAAR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HTRUCKSSAAR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Henry_Hub_Natural_Gas_Spot_Price - 1 day( 5/week ),response.data[0].value,86400,0,float,Henry Hub Natural Gas Spot Price,NG,https://api.eia.gov//v2//seriesid//NG.RNGWHHD.D,https://api.eia.gov//v2//seriesid//NG.RNGWHHD.D?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""response""][""data""][0][""value""]) if response.text != '' else None"
High_Quality_Market_Corporate_Bond_Spot_Rate_30_Year - 1 month,observations[-1].value,2592000,0,float,High Quality Market Corporate Bond Spot Rate 30 Year,bond,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB30YR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB30YR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
High_Quality_Market_Corporate_Bond_Yield - 1 month,observations[-1].value,2592000,0,float,High Quality Market Corporate Bond Yield,bond,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB10YR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB10YR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
High_Quality_Market_Corporate_Bond_Yield_5_Year - 1 month,observations[-1].value,2592000,0,float,High Quality Market Corporate Bond Yield 5 Year,bond,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB5YR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=HQMCB5YR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
High_technology_exports - 1 yr,[1][0].value,31449600,0,float,High technology exports,export,https://api.worldbank.org/v2/country/WLD/indicator/TX.VAL.TECH.MF.ZS?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
High_Yield_Bond_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,High Yield Bond Spread,bond,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLH0A0HYM2&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLH0A0HYM2&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Construction - 1 month,observations[-1].value,2592000,0,float,Hires Construction,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300HIL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300HIL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Financial_Activities - 1 month,observations[-1].value,2592000,0,float,Hires Financial Activities,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000HIL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS6000HIL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Leisure_and_Hospitality - 1 month,observations[-1].value,2592000,0,float,Hires Leisure and Hospitality,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000HIL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS9000HIL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Hires Manufacturing,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000HIL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS3000HIL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Professional_and_Business_Services - 1 month,observations[-1].value,2592000,0,float,Hires Professional and Business Services,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000HIL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS7000HIL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
Hires_Rate_Construction - 1 month,observations[-1].value,2592000,0,float,Hires Rate Construction,hires,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300HIR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=JTS2300HIR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,"def postRequestHook(response: 'requests.Response'): return float(response.json()[""observations""][-1][""value""]) if response.text != '' else None"
