stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Net_Exports_of_Goods_and_Services - 3 months,observations[-1].value,7776000,0,float,Net Exports of Goods and Services,export,https://api.stlouisfed.org/fred/series/observations?series_id=NETEXP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NETEXP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Net_foreign_direct_investment - 1 yr,[1][0].value,31449600,0,float,Net foreign direct investment,,https://api.worldbank.org/v2/country/WLD/indicator/BX.KLT.DINV.CD.WD?format=json,,,,"def postRequestHook(response): return None if response.text == '' else next((float(item['value']) for item in reversed(sorted(response.json()[1], key=lambda x: x['date'])) if item['value'] is not None and str(item['value']).replace('.','').replace('-','').isdigit()), None)"
Net_Foreign_Income - 3 months,observations[-1].value,7776000,0,float,Net Foreign Income,income,https://api.stlouisfed.org/fred/series/observations?series_id=NETFI&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NETFI&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Net_Foreign_Official_Reserves - 1 month,observations[-1].value,2592000,0,float,Net Foreign Official Reserves,reserves,https://api.stlouisfed.org/fred/series/observations?series_id=NFORBRES&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NFORBRES&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Net_Government_Saving - 3 months,observations[-1].value,7776000,0,float,Net Government Saving,government,https://api.stlouisfed.org/fred/series/observations?series_id=W986RC1Q027SBEA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=W986RC1Q027SBEA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Net_Loan_Charge_Offs_to_Total_Loans_for_all_US_Banks - 3 months,observations[-1].value,7776000,0,float,Net Loan Charge Offs to Total Loans for all US Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=EVANQ&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=EVANQ&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Nevada_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Nevada Average Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,Nevada Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NV.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NV.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Commercial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Nevada Commercial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-COM.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-COM.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Geothermal_Generation - 1 month,response.data[0].generation,2592000,0,float,Nevada Geothermal Generation,"electricity,geothermal",https://api.eia.gov//v2//seriesid//ELEC.GEN.GEO-NV-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.GEO-NV-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Industrial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Nevada Industrial Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-IND.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-IND.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Petroleum_Liquids_Generation - 1 month,response.data[0].generation,2592000,0,float,Nevada Petroleum Liquids Generation,PET,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-NV-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-NV-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Petroleum_Products_Production - 1 yr,response.data[0].value,31449600,0,float,Nevada Petroleum Products Production,PET,https://api.eia.gov//v2//seriesid//SEDS.PAPRB.NV.A,https://api.eia.gov//v2//seriesid//SEDS.PAPRB.NV.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Renewable_Energy_Consumption - 1 yr,response.data[0].value,31449600,0,float,Nevada Renewable Energy Consumption,energy,https://api.eia.gov//v2//seriesid//SEDS.RETCB.NV.A,https://api.eia.gov//v2//seriesid//SEDS.RETCB.NV.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Residential_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Nevada Residential Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-RES.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NV-RES.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Residential_Natural_Gas_Consumption - 1 month,response.data[0].value,2592000,0,float,Nevada Residential Natural Gas Consumption,NG,https://api.eia.gov//v2//seriesid//NG.N3010NV2.M,https://api.eia.gov//v2//seriesid//NG.N3010NV2.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Residential_Sales - 1 month,response.data[0].sales,2592000,0,float,Nevada Residential Electricity Sales,SALES,https://api.eia.gov//v2//seriesid//ELEC.SALES.NV-RES.M,https://api.eia.gov//v2//seriesid//ELEC.SALES.NV-RES.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Solar_Photovoltaic - 1 month,response.data[0].generation,2592000,0,float,Nevada Solar Photovoltaic,solar,https://api.eia.gov//v2//seriesid//ELEC.GEN.SPV-NV-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.SPV-NV-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Nevada_Total_Electric_Power_Generation - 1 month,response.data[0].generation,2592000,0,float,Nevada Total Electric Power Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-NV-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-NV-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Hampshire Average Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Biomass_Generation - 1 month,response.data[0].generation,2592000,0,float,New Hampshire Biomass Generation,"electricity,biomass",https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-NH-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-NH-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,New Hampshire Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NH.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NH.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Commercial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Hampshire Commercial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-COM.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-COM.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Industrial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Hampshire Industrial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-IND.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-IND.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Nuclear_Energy_Consumption - 1 yr,response.data[0].value,31449600,0,float,New Hampshire Nuclear Energy Consumption,"nuclear, energy",https://api.eia.gov//v2//seriesid//SEDS.NUETB.NH.A,https://api.eia.gov//v2//seriesid//SEDS.NUETB.NH.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Petroleum_Liquids_Generation - 1 month,response.data[0].generation,2592000,0,float,New Hampshire Petroleum Liquids Generation,PET,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-NH-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-NH-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Renewable_Energy_Production - 1 month,response.data[0].value,2592000,0,float,New Hampshire Renewable Energy Production,energy,https://api.eia.gov//v2//seriesid//SEDS.REPRB.NH.A,https://api.eia.gov//v2//seriesid//SEDS.REPRB.NH.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Residential_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Hampshire Residential Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-RES.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NH-RES.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Total_Electric_Power_Generation - 1 month,response.data[0].generation,2592000,0,float,New Hampshire Total Electric Power Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-NH-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-NH-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Hampshire_Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,New Hampshire Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=NHUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NHUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
New_Hampshire_Wind_Generation - 1 month,response.data[0].generation,2592000,0,float,New Hampshire Wind Generation,"electricity,wind",https://api.eia.gov//v2//seriesid//ELEC.GEN.WND-NH-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.WND-NH-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Home_Sales_South - 1 month,observations[-1].value,2592000,0,float,New Home Sales South,SALES,https://api.stlouisfed.org/fred/series/observations?series_id=NHSDPTS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NHSDPTS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
New_Housing_Units_Authorized - 1 month,observations[-1].value,2592000,0,float,New Housing Units Authorized,house,https://api.stlouisfed.org/fred/series/observations?series_id=AUTHNOTT&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=AUTHNOTT&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
New_Jersey_Average_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Jersey Average Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-ALL.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-ALL.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Jersey_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,New Jersey Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NJ.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.NJ.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Jersey_Commercial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Jersey  Commercial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-COM.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-COM.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Jersey_Commercial_Natural_Gas_Consumption - 1 month,response.data[0].value,2592000,0,float,New York Commercial Natural Gas Consumption,NG,https://api.eia.gov//v2//seriesid//NG.N3020NJ2.M,https://api.eia.gov//v2//seriesid//NG.N3020NJ2.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Jersey_House_Price_Index - 3 months,observations[-1].value,7776000,0,float,New Jersey House Price Index,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=NJSTHPI&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=NJSTHPI&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
New_Jersey_Industrial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,New Jersey Industrial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-IND.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.NJ-IND.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
New_Jersey_Nuclear_Energy_Consumption - 1 yr,response.data[0].value,31449600,0,float,New Jersey Nuclear Energy Consumption,"nuclear, energy",https://api.eia.gov//v2//seriesid//SEDS.NUETB.NJ.A,https://api.eia.gov//v2//seriesid//SEDS.NUETB.NJ.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
