stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Producer_Price_Index_by_Industry_Computer_and_Electronic_Product_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Computer and Electronic Product Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU334334&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU334334&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Engineering_Services - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Engineering Services,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5413305413301&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5413305413301&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Fluid_Power_Cylinder_and_Actuator_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Fluid Power Cylinder and Actuator Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU333995333995&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU333995333995&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Gasoline_Stations - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Gasoline Stations,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4471104471101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4471104471101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_General_Freight_Trucking_Local - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry General Freight Trucking Local,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4841104841101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4841104841101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Health_and_Personal_Care_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Health and Personal Care Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4461104461101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4461104461101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Home_Centers - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Home Centers,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4441104441101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4441104441101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Insurance_Agencies_and_Brokerages - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Insurance Agencies and Brokerages,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5242105242101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5242105242101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Investment_Advice - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Investment Advice,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5239305239301&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5239305239301&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Management_Consulting_Services - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Management Consulting Services,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5416105416101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5416105416101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Men_Clothing_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Men Clothing Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4481104481101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4481104481101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Merchant_Wholesalers_Nondurable_Goods - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Merchant Wholesalers Nondurable Goods,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCUAWHLTRAWHLTR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCUAWHLTRAWHLTR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Motor_Vehicle_Manufacturing - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Motor Vehicle Manufacturing,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU3363133631&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU3363133631&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Nursing_Care_Facilities - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Nursing Care Facilities,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6231106231101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6231106231101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Offices_of_Dentists - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Offices of Dentists,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6212106212101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6212106212101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Offices_of_Real_Estate_Agents_and_Brokers - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Offices of Real Estate Agents and Brokers,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5312105312101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5312105312101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Other_Amusement_and_Recreation_Industries - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Other Amusement and Recreation Industries,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU7139107139101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU7139107139101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Portfolio_Management - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Portfolio Management,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5239205239201&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU5239205239201&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Residential_Mental_Health_and_Substance_Abuse_Facilities - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Residential Mental Health and Substance Abuse Facilities,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6232106232101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU6232106232101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Shoe_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Shoe Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4482104482101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4482104482101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Sporting_Goods_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Sporting Goods Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4511104511101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4511104511101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Total_Manufacturing_Industries - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Total Manufacturing Industries,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCUOMFGOMFG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCUOMFGOMFG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Total_Manufacturing_Industries_Energy - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Total Manufacturing Industries Energy,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIENG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIENG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Traveler_Accommodation - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Traveler Accommodation,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU7211107211101&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU7211107211101&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_by_Industry_Women_Clothing_Stores - 1 month,observations[-1].value,2592000,0,float,Producer Price Index by Industry Women Clothing Stores,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4481204481201&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PCU4481204481201&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Crude_Materials - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Crude Materials,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=WPSID62&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=WPSID62&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Final_Services - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Final Services,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFIS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFIS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Consumer_Foods - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Consumer Foods,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFCF&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFCF&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Consumer_Foods_Processed - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Consumer Foods Processed,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=WPSFD41311&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=WPSFD41311&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Consumer_Foods_Unprocessed - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Consumer Foods Unprocessed,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=WPUFD41312&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=WPUFD41312&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Consumer_Goods - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Consumer Goods,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFCG&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=PPIFCG&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Producer_Price_Index_Finished_Consumer_Goods_Excluding_Foods_and_Energy - 1 month,observations[-1].value,2592000,0,float,Producer Price Index Finished Consumer Goods Excluding Foods and Energy,PRICE,https://api.stlouisfed.org/fred/series/observations?series_id=WPUFD49113&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=WPUFD49113&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
