stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
60_Day_A2_or_P2_Nonfinancial_Commercial_Paper_Interest_Rate - 1 day( 5/week ),observations[-1].value,86400,0,float,60 Day A2 or P2 Nonfinancial Commercial Paper Interest Rate,rate,https://api.stlouisfed.org/fred/series/observations?series_id=RIFSPPNA2P2D60NB&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RIFSPPNA2P2D60NB&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
US_Intervention_in_Market_Transactions_in_Other_Currencies - 1 day( 5/week ),observations[-1].value,86400,0,float,US Intervention in Market Transactions in Other Currencies,capital,https://api.stlouisfed.org/fred/series/observations?series_id=USINTDMRKTOTH&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USINTDMRKTOTH&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
OECD_based_Recession_Indicators_for_the_United_States_from_the_Peak_through_the_Period_preceding_the_Trough - 1 day( 5/week ),observations[-1].value,86400,0,float,OECD based Recession Indicators for the United States from the Peak through the Period preceding the Trough,OECD,https://api.stlouisfed.org/fred/series/observations?series_id=USARECDP&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=USARECDP&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Contributions_to_the_Cleveland_Financial_Stress_Index_Commercial_Mortgage_Backed_Security_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,Contributions to the Cleveland Financial Stress Index Commercial Mortgage Backed Security Spread,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=CMBSSD678FRBCLE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=CMBSSD678FRBCLE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
OECD_based_Recession_Indicators_for_South_Africa_from_the_Period_following_the_Peak_through_the_Trough - 1 day( 5/week ),observations[-1].value,86400,0,float,OECD based Recession Indicators for South Africa from the Period following the Peak through the Trough,OECD,https://api.stlouisfed.org/fred/series/observations?series_id=ZAFRECD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ZAFRECD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_Conforming_Mortgage_Index_FICO_Score_Between_680_and_699 - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate Conforming Mortgage Index FICO Score Between 680 and 699,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YFLVGT80FB680A699&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YFLVGT80FB680A699&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
New_Job_Postings_on_Indeed_in_Canada - 1 day,observations[-1].value,86400,0,float,New Job Postings on Indeed in Canada,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXNEWNSACA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXNEWNSACA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Number_of_Issues_with_a_Maturity_Between_5_and_9_Days_Used_in_Calculating_the_AA_Financial_Commercial_Paper_Rates - 1 day( 5/week ),observations[-1].value,86400,0,float,Number of Issues with a Maturity Between 5 and 9 Days Used in Calculating the AA Financial Commercial Paper Rates,rate,https://api.stlouisfed.org/fred/series/observations?series_id=FIN59AAVOL&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=FIN59AAVOL&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_BBB_US_Emerging_Markets_Liquid_Corporate_Plus_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA BBB US Emerging Markets Liquid Corporate Plus Index Effective Yield,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEM2RBBBLCRPIUSEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEM2RBBBLCRPIUSEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Beauty_and_Wellness_Job_Postings_on_Indeed_in_the_United_States - 1 day,observations[-1].value,86400,0,float,Beauty and Wellness Job Postings on Indeed in the United States,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPBEWE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPBEWE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_Single_A_US_Corporate_Index_Semi_Annual_Yield_to_Worst - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA Single A US Corporate Index Semi Annual Yield to Worst,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CASYTW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLC0A3CASYTW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Euro_Short_Term_Rate_Share_of_Volume_of_the_5_Largest_Active_Banks - 1 day( 5/week ),observations[-1].value,86400,0,float,Euro Short Term Rate Share of Volume of the 5 Largest Active Banks,banks,https://api.stlouisfed.org/fred/series/observations?series_id=ECBESTRSHRVOL5LRGACTBNK&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=ECBESTRSHRVOL5LRGACTBNK&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_EMEA_US_Emerging_Markets_Liquid_Corporate_Plus_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Effective Yield,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMELLCRPIEMEAUSEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMELLCRPIEMEAUSEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Ultra_Low_Sulfur_No_2_Diesel_Fuel_Prices_Los_Angeles - 1 day( 5/week ),observations[-1].value,86400,0,float,Ultra Low Sulfur No 2 Diesel Fuel Prices Los Angeles,fuel,https://api.stlouisfed.org/fred/series/observations?series_id=DDFUELLA&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=DDFUELLA&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
OECD_based_Recession_Indicators_for_Greece_from_the_Period_following_the_Peak_through_the_Trough - 1 day( 5/week ),observations[-1].value,86400,0,float,OECD based Recession Indicators for Greece from the Period following the Peak through the Trough,OECD,https://api.stlouisfed.org/fred/series/observations?series_id=GRCRECD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=GRCRECD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Job_Postings_on_Indeed_in_San_Jose_Sunnyvale_Santa_Clara - 1 day( 5/week ),observations[-1].value,86400,0,float,Job Postings on Indeed in San Jose Sunnyvale Santa Clara,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLCHG41940&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLCHG41940&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
30_Year_Fixed_Rate_Conforming_Mortgage_Index_Loan_to_Value_Less_Than_or_Equal_to_8__FICO_Score_Between_700_and_719 - 1 day( 5/week ),observations[-1].value,86400,0,float,30 Year Fixed Rate Conforming Mortgage Index Loan to Value Less Than or Equal to 8  FICO Score Between 700 and 719,mortgage,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YFLVLE80FB700A719&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=OBMMIC30YFLVLE80FB700A719&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Term_Premium_on_a_3_Year_Zero_Coupon_Bond - 1 day( 5/week ),observations[-1].value,86400,0,float,Term Premium on a 3 Year Zero Coupon Bond,term,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFYTP3&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=THREEFYTP3&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_Asia_Emerging_Markets_Corporate_Plus_Index_Semi_Annual_Yield_to_Worst - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA Asia Emerging Markets Corporate Plus Index Semi Annual Yield to Worst,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMRACRPIASIASYTW&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMRACRPIASIASYTW&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Average_Dealer_Offering_Rate_on_6_Month_Domestic_Private_Bankers_Acceptances_Quote_on_a_Discount_Basis - 1 day( 5/week ),observations[-1].value,86400,0,float,Average Dealer Offering Rate on 6 Month Domestic Private Bankers Acceptances Quote on a Discount Basis,banks,https://api.stlouisfed.org/fred/series/observations?series_id=H0RIFSPABM06NB&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=H0RIFSPABM06NB&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
OECD_based_Recession_Indicators_for_Sweden_from_the_Period_following_the_Peak_through_the_Trough - 1 day( 5/week ),observations[-1].value,86400,0,float,OECD based Recession Indicators for Sweden from the Period following the Peak through the Trough,OECD,https://api.stlouisfed.org/fred/series/observations?series_id=SWERECD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SWERECD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Veterinary_Job_Postings_on_Indeed_in_the_United_States - 1 day,observations[-1].value,86400,0,float,Veterinary Job Postings on Indeed in the United States,job,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPVETE&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=IHLIDXUSTPVETE&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Repurchase_Agreements_Federal_Agency_Securities_Purchased_by_the_Federal_Reserve_in_the_Temporary_Open_Market_Operations - 1 day( 5/week ),observations[-1].value,86400,0,float,Repurchase Agreements Federal Agency Securities Purchased by the Federal Reserve in the Temporary Open Market Operations,repurchase,https://api.stlouisfed.org/fred/series/observations?series_id=RPAGYD&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RPAGYD&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_AAA_A_Emerging_Markets_Corporate_Plus_Index_Effective_Yield - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA AAA A Emerging Markets Corporate Plus Index Effective Yield,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEM1BRRAAA2ACRPIEY&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEM1BRRAAA2ACRPIEY&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
ICE_BofA_EMEA_US_Emerging_Markets_Liquid_Corporate_Plus_Index_Option_Adjusted_Spread - 1 day( 5/week ),observations[-1].value,86400,0,float,ICE BofA EMEA US Emerging Markets Liquid Corporate Plus Index Option Adjusted Spread,ICE BofA,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMELLCRPIEMEAUSOAS&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=BAMLEMELLCRPIEMEAUSOAS&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
