stream,target,cadence,offset,datatype,description,tags,url,uri,headers,payload,hook
Rhode_Island_Biomass_Generation - 1 month,response.data[0].generation,2592000,0,float,Rhode Island Biomass Generation,"electricity,biomass",https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-RI-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.BIO-RI-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Coal_Consumption - 1 yr,response.data[0].value,31449600,0,float,Rhode Island Coal Consumption,COAL,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.RI.A,https://api.eia.gov//v2//seriesid//SEDS.CLCCB.RI.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Commercial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Rhode Island Commercial Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-COM.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-COM.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Industrial_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Rhode Island Industrial Electricity Price,PRICE,https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-IND.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-IND.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Petroleum_Liquids_Generation - 1 month,response.data[0].generation,2592000,0,float,Rhode Island Petroleum Liquids Generation,PET,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-RI-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.PEL-RI-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Renewable_Energy_Production - 1 month,response.data[0].value,2592000,0,float,Rhode Island Renewable Energy Production,energy,https://api.eia.gov//v2//seriesid//SEDS.REPRB.RI.A,https://api.eia.gov//v2//seriesid//SEDS.REPRB.RI.A?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Residential_Electricity_Price - 1 month,response.data[0].price,2592000,0,float,Rhode Island Residential Electricity Price,"PRICE,electricity",https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-RES.M,https://api.eia.gov//v2//seriesid//ELEC.PRICE.RI-RES.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Residential_Natural_Gas_Consumption - 1 month,response.data[0].value,2592000,0,float,Rhode Island Residential Natural Gas Consumption,NG,https://api.eia.gov//v2//seriesid//NG.N3010RI2.M,https://api.eia.gov//v2//seriesid//NG.N3010RI2.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Total_Electric_Power_Generation - 1 month,response.data[0].generation,2592000,0,float,Rhode Island Total Electric Power Generation,electricity,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-RI-98.M,https://api.eia.gov//v2//seriesid//ELEC.GEN.ALL-RI-98.M?api_key=wxFRLAoaTMQ9Ra7NvakhNKSxxstutZsG28nuerWR,,,
Rhode_Island_Unemployment_Rate - 1 month,observations[-1].value,2592000,0,float,Rhode Island Unemployment Rate,unemployment,https://api.stlouisfed.org/fred/series/observations?series_id=RIUR&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=RIUR&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
Russell_2000_ETF - 1 day( 5/week ),,86400,0,float,"Russell 2000 ETF Daily Prices (open, high, low, close) and Volumes",price,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=IWM&outputsize=full,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=IWM&outputsize=full&apikey=YOUR_API_KEY,,,"def postRequestHook(response): return float(sorted(response.json()['Time Series (Daily)'].items(), key=lambda x: __import__('datetime').datetime.strptime(x[0], '%Y-%m-%d'))[-1][1]['1. open']) if response.text != '' and response.json()['Time Series (Daily)'] else None"
S&P_500 - 1 day( 5/week ),observations[-1].value,86400,0,float,S&P 500,S&P,https://api.stlouisfed.org/fred/series/observations?series_id=SP500&file_type=json,https://api.stlouisfed.org/fred/series/observations?series_id=SP500&api_key=7ef44306675240d156b2b8786339b867&file_type=json,,,
S&P_500_Index - 1 day( 5/week ),,86400,0,float,"S&P 500 Index Daily Prices (open, high, low, close) and Volumes",price,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=SPY&outputsize=full,https://www.alphavantage.co/query?function=TIME_SERIES_DAILY&symbol=SPY&outputsize=full&apikey=YOUR_API_KEY,,,"def postRequestHook(response): return float(sorted(response.json()['Time Series (Daily)'].items(), key=lambda x: __import__('datetime').datetime.strptime(x[0], '%Y-%m-%d'))[-1][1]['1. open']) if response.text != '' and response.json()['Time Series (Daily)'] else None"
